trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
557,False,"{'a': 0.7, 'e': 22.150000000000883}",25,0,-112.1052327315297,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
558,False,"{'a': 0.7, 'e': 22.100000000000882}",20,0,-70.73369658539619,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
559,False,"{'a': 0.7, 'e': 22.050000000000882}",20,0,-117.21378889511438,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
560,False,"{'a': 0.7, 'e': 22.00000000000088}",25,0,-66.92197469284116,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
561,False,"{'a': 0.7, 'e': 21.95000000000088}",25,0,-92.18375447381618,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
562,False,"{'a': 0.7, 'e': 21.90000000000088}",20,0,-23.786586378541077,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
563,False,"{'a': 0.7, 'e': 21.85000000000088}",20,10,-36.352776485835804,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
564,False,"{'a': 0.7, 'e': 21.80000000000088}",25,0,-85.7315255841771,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
565,False,"{'a': 0.7, 'e': 21.750000000000878}",20,0,-110.22825702705109,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
566,False,"{'a': 0.7, 'e': 21.700000000000877}",25,0,-94.87112489985378,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
567,False,"{'a': 0.7, 'e': 21.650000000000876}",20,8,-31.788933121741692,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
568,False,"{'a': 0.7, 'e': 21.600000000000875}",25,0,-129.89943115910026,"{0: 11, 1: 7, 2: 5, 3: 1, 4: 1}",0
569,False,"{'a': 0.7, 'e': 21.550000000000875}",25,0,-140.76535121125806,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
570,False,"{'a': 0.7, 'e': 21.500000000000874}",30,0,-112.6206391830505,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
571,False,"{'a': 0.7, 'e': 21.450000000000873}",20,0,-83.08511303029722,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
572,False,"{'a': 0.7, 'e': 21.400000000000873}",30,21,-3.7807622065974593,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.7, 'e': 21.350000000000872}",20,0,-95.202987960116,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
574,False,"{'a': 0.7, 'e': 21.30000000000087}",20,0,-107.35984823230983,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
575,False,"{'a': 0.7, 'e': 21.25000000000087}",30,0,-198.2532224451758,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
576,False,"{'a': 0.7, 'e': 21.20000000000087}",20,0,-131.6291062573419,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
577,False,"{'a': 0.7, 'e': 21.15000000000087}",25,0,-60.932842501654704,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
578,False,"{'a': 0.7, 'e': 21.10000000000087}",20,0,-147.44924125291215,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
579,False,"{'a': 0.7, 'e': 21.050000000000868}",20,0,-77.0692809785317,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
580,False,"{'a': 0.7, 'e': 21.000000000000867}",25,0,-237.62059603781108,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
581,False,"{'a': 0.7, 'e': 20.950000000000866}",30,0,-277.37885127060565,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 5}",0
582,False,"{'a': 0.7, 'e': 20.900000000000865}",20,0,-52.51039982599297,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
583,False,"{'a': 0.7, 'e': 20.850000000000865}",20,5,-95.82321926207743,"{0: 6, 1: 4, 2: 3, 3: 1, 4: 1}",1
584,False,"{'a': 0.7, 'e': 20.800000000000864}",25,0,-230.8922596706783,"{0: 10, 1: 2, 2: 9, 3: 1, 4: 3}",0
585,False,"{'a': 0.7, 'e': 20.750000000000863}",20,0,-94.8596454757481,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
586,False,"{'a': 0.7, 'e': 20.700000000000863}",30,12,-29.62332413788412,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
587,False,"{'a': 0.7, 'e': 20.650000000000862}",20,0,-99.54025240932074,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
588,False,"{'a': 0.7, 'e': 20.60000000000086}",25,0,-169.28668554351722,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
589,False,"{'a': 0.7, 'e': 20.55000000000086}",20,0,-128.52634246575786,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
590,False,"{'a': 0.7, 'e': 20.50000000000086}",25,0,-26.775748291425632,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
591,False,"{'a': 0.7, 'e': 20.45000000000086}",25,0,-124.56957683840615,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
592,False,"{'a': 0.7, 'e': 20.40000000000086}",20,0,-138.79762287007136,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
593,False,"{'a': 0.7, 'e': 20.350000000000858}",25,0,-142.6060567046587,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
594,False,"{'a': 0.7, 'e': 20.300000000000857}",20,0,-78.14258337519854,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
595,False,"{'a': 0.7, 'e': 20.250000000000856}",30,0,-121.01575955015278,"{0: 14, 1: 9, 2: 6, 3: 1, 4: 0}",0
596,False,"{'a': 0.7, 'e': 20.200000000000855}",20,0,-133.9257161818996,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
597,False,"{'a': 0.7, 'e': 20.150000000000855}",30,10,-47.03676108747968,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
598,False,"{'a': 0.7, 'e': 20.100000000000854}",25,10,-105.9901983053921,"{0: 6, 1: 1, 2: 7, 3: 0, 4: 1}",1
599,False,"{'a': 0.7, 'e': 20.050000000000853}",20,0,-84.77435632554887,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
600,False,"{'a': 0.7, 'e': 20.000000000000853}",25,0,-232.66380737530528,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
601,False,"{'a': 0.7, 'e': 19.950000000000852}",20,0,-46.13338763549455,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
602,False,"{'a': 0.7, 'e': 19.90000000000085}",25,0,-217.40304048597812,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
603,False,"{'a': 0.7, 'e': 19.85000000000085}",25,0,-154.00489688770804,"{0: 13, 1: 6, 2: 2, 3: 2, 4: 2}",0
604,False,"{'a': 0.7, 'e': 19.80000000000085}",25,0,-169.73101772296883,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",1
605,False,"{'a': 0.7, 'e': 19.75000000000085}",30,0,-84.07575073576062,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",1
606,False,"{'a': 0.7, 'e': 19.70000000000085}",20,0,-101.83781019653631,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
607,False,"{'a': 0.7, 'e': 19.650000000000848}",25,0,-93.56534857944366,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
608,False,"{'a': 0.7, 'e': 19.600000000000847}",20,0,-96.95894340882917,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
609,False,"{'a': 0.7, 'e': 19.550000000000846}",20,9,-14.491316909698899,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
610,False,"{'a': 0.7, 'e': 19.500000000000846}",30,0,-174.83893640158558,"{0: 12, 1: 5, 2: 12, 3: 0, 4: 1}",0
611,False,"{'a': 0.7, 'e': 19.450000000000845}",25,0,-145.56920902974963,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
612,False,"{'a': 0.7, 'e': 19.400000000000844}",20,0,-121.70395176884112,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
613,False,"{'a': 0.7, 'e': 19.350000000000843}",20,0,-113.53244864765368,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
614,False,"{'a': 0.7, 'e': 19.300000000000843}",25,0,-132.5946602578246,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
615,False,"{'a': 0.7, 'e': 19.250000000000842}",20,0,-51.61028159133774,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
616,False,"{'a': 0.7, 'e': 19.20000000000084}",25,6,-113.62775407884052,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 1}",1
617,False,"{'a': 0.7, 'e': 19.15000000000084}",30,0,-53.84620686485533,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
618,False,"{'a': 0.7, 'e': 19.10000000000084}",20,1,-108.47423397894799,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
619,False,"{'a': 0.7, 'e': 19.05000000000084}",25,0,-171.5721015109102,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
620,False,"{'a': 0.7, 'e': 19.00000000000084}",25,0,-118.93370379027265,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
621,False,"{'a': 0.7, 'e': 18.950000000000838}",20,0,-245.41828490796246,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 5}",0
622,False,"{'a': 0.7, 'e': 18.900000000000837}",25,0,-98.11848770333968,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
623,False,"{'a': 0.7, 'e': 18.850000000000836}",20,0,-176.02930115285892,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
624,False,"{'a': 0.7, 'e': 18.800000000000836}",20,0,-64.51205373738202,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
625,False,"{'a': 0.7, 'e': 18.750000000000835}",25,0,-76.0485496047978,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
626,False,"{'a': 0.7, 'e': 18.700000000000834}",20,0,-76.3351503228263,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
627,False,"{'a': 0.7, 'e': 18.650000000000833}",30,4,-79.08318534409868,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 1}",1
628,False,"{'a': 0.7, 'e': 18.600000000000833}",20,0,-179.0432263044768,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
629,False,"{'a': 0.7, 'e': 18.550000000000832}",25,0,-102.5039987975604,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
630,False,"{'a': 0.7, 'e': 18.50000000000083}",25,0,-151.69830627714057,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
631,False,"{'a': 0.7, 'e': 18.45000000000083}",25,0,-117.05869973436174,"{0: 11, 1: 3, 2: 11, 3: 0, 4: 0}",0
632,False,"{'a': 0.7, 'e': 18.40000000000083}",25,0,-98.93417132361475,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
633,False,"{'a': 0.7, 'e': 18.35000000000083}",30,0,-94.55123480484232,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
634,False,"{'a': 0.7, 'e': 18.30000000000083}",25,0,-94.03579013674606,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
635,False,"{'a': 0.7, 'e': 18.250000000000828}",20,0,-153.73563192630158,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
636,False,"{'a': 0.7, 'e': 18.200000000000827}",30,0,-220.6602709241809,"{0: 16, 1: 3, 2: 4, 3: 5, 4: 2}",0
637,False,"{'a': 0.7, 'e': 18.150000000000826}",20,0,-57.46652021865214,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
638,False,"{'a': 0.7, 'e': 18.100000000000826}",20,0,-102.29184215653783,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
639,False,"{'a': 0.7, 'e': 18.050000000000825}",30,0,-92.66804748115237,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
640,False,"{'a': 0.7, 'e': 18.000000000000824}",20,0,-47.14757259793071,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
641,False,"{'a': 0.7, 'e': 17.950000000000824}",25,0,-175.60348822566937,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
642,False,"{'a': 0.7, 'e': 17.900000000000823}",20,0,-110.81462350767698,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
643,False,"{'a': 0.7, 'e': 17.850000000000822}",25,0,-56.72533089745043,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
644,False,"{'a': 0.7, 'e': 17.80000000000082}",20,0,-91.8454102500568,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
645,False,"{'a': 0.7, 'e': 17.75000000000082}",20,0,-113.56007651290282,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
646,False,"{'a': 0.7, 'e': 17.70000000000082}",20,11,-1.9141514301093303,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.7, 'e': 17.65000000000082}",20,0,-190.6081389984935,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
648,False,"{'a': 0.7, 'e': 17.60000000000082}",25,12,-10.718613758655165,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 17.550000000000818}",35,0,-198.63552571285888,"{0: 16, 1: 7, 2: 8, 3: 3, 4: 1}",0
650,False,"{'a': 0.7, 'e': 17.500000000000817}",20,0,-103.83857424708896,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
651,False,"{'a': 0.7, 'e': 17.450000000000816}",25,0,-152.83295901162063,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
652,False,"{'a': 0.7, 'e': 17.400000000000816}",20,11,-7.864745768901884,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 17.350000000000815}",20,0,-131.34635478150824,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
654,False,"{'a': 0.7, 'e': 17.300000000000814}",30,0,-144.0776618436199,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
655,False,"{'a': 0.7, 'e': 17.250000000000814}",25,0,-143.41121972489344,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
656,False,"{'a': 0.7, 'e': 17.200000000000813}",30,0,-130.01164349633416,"{0: 15, 1: 5, 2: 8, 3: 2, 4: 0}",0
657,False,"{'a': 0.7, 'e': 17.150000000000812}",25,0,-120.99138140317217,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
658,False,"{'a': 0.7, 'e': 17.10000000000081}",20,0,-16.564596002695925,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
659,False,"{'a': 0.7, 'e': 17.05000000000081}",30,0,-159.13855303341094,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
660,False,"{'a': 0.7, 'e': 17.00000000000081}",20,0,-113.66446577955624,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
661,False,"{'a': 0.7, 'e': 16.95000000000081}",20,0,-136.5535894760215,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
662,False,"{'a': 0.7, 'e': 16.90000000000081}",30,0,-141.91955800101402,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
663,False,"{'a': 0.7, 'e': 16.850000000000808}",20,6,-67.37031369247498,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
664,False,"{'a': 0.7, 'e': 16.800000000000807}",20,0,-90.94732581203978,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
665,False,"{'a': 0.7, 'e': 16.750000000000806}",20,1,-87.01612225480504,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
666,False,"{'a': 0.7, 'e': 16.700000000000806}",30,18,-2.876575091084085,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 16.650000000000805}",20,0,-203.78226677749902,"{0: 7, 1: 4, 2: 5, 3: 1, 4: 3}",0
668,False,"{'a': 0.7, 'e': 16.600000000000804}",20,0,-123.25923145708462,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
669,False,"{'a': 0.7, 'e': 16.550000000000804}",20,0,-90.95544051915928,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
670,False,"{'a': 0.7, 'e': 16.500000000000803}",20,0,-227.5303977946797,"{0: 8, 1: 1, 2: 5, 3: 3, 4: 3}",0
671,False,"{'a': 0.7, 'e': 16.450000000000802}",30,0,-120.09827436299464,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
672,False,"{'a': 0.7, 'e': 16.4000000000008}",25,0,-115.82150808772914,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
673,False,"{'a': 0.7, 'e': 16.3500000000008}",20,9,-51.4511127131277,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
674,False,"{'a': 0.7, 'e': 16.3000000000008}",30,0,-114.39170794725493,"{0: 16, 1: 7, 2: 6, 3: 0, 4: 1}",0
675,False,"{'a': 0.7, 'e': 16.2500000000008}",20,0,-119.06208409625283,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
676,False,"{'a': 0.7, 'e': 16.2000000000008}",25,0,-28.187328372451184,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
677,False,"{'a': 0.7, 'e': 16.150000000000798}",30,0,-155.0203002354385,"{0: 17, 1: 7, 2: 2, 3: 2, 4: 2}",0
678,False,"{'a': 0.7, 'e': 16.100000000000797}",30,0,-258.7367614886906,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 5}",0
679,False,"{'a': 0.7, 'e': 16.050000000000797}",20,0,-78.21531978798056,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
680,False,"{'a': 0.7, 'e': 16.000000000000796}",20,0,-175.8882025740851,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
681,False,"{'a': 0.7, 'e': 15.950000000000795}",20,0,-19.476388865106916,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
682,False,"{'a': 0.7, 'e': 15.900000000000794}",20,0,-138.33493987121258,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
683,False,"{'a': 0.7, 'e': 15.850000000000794}",20,0,-138.81152206298614,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
684,False,"{'a': 0.7, 'e': 15.800000000000793}",20,0,-128.07555936144425,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
685,False,"{'a': 0.7, 'e': 15.750000000000792}",20,0,-184.46368013268062,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
686,False,"{'a': 0.7, 'e': 15.700000000000792}",25,5,-112.85751017403892,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
687,False,"{'a': 0.7, 'e': 15.65000000000079}",20,0,-163.36809110320277,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
688,False,"{'a': 0.7, 'e': 15.60000000000079}",20,0,-100.2495384254962,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
689,False,"{'a': 0.7, 'e': 15.55000000000079}",25,0,-163.14867201053167,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
690,False,"{'a': 0.7, 'e': 15.500000000000789}",20,0,-93.80381246182489,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
691,False,"{'a': 0.7, 'e': 15.450000000000788}",30,0,-120.83447462381706,"{0: 16, 1: 3, 2: 10, 3: 1, 4: 0}",0
692,False,"{'a': 0.7, 'e': 15.400000000000787}",25,0,-70.30166109307203,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
693,False,"{'a': 0.7, 'e': 15.350000000000787}",30,0,-146.29109257480724,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
694,False,"{'a': 0.7, 'e': 15.300000000000786}",20,0,-102.22521594084118,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
695,False,"{'a': 0.7, 'e': 15.250000000000785}",20,0,-105.79583606277826,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
696,False,"{'a': 0.7, 'e': 15.200000000000784}",20,0,-58.28914548636699,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
697,False,"{'a': 0.7, 'e': 15.150000000000784}",20,0,-96.33771707383495,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
698,False,"{'a': 0.7, 'e': 15.100000000000783}",25,0,-206.46020903991723,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
699,False,"{'a': 0.7, 'e': 15.050000000000782}",25,0,-101.94214986837758,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
700,False,"{'a': 0.7, 'e': 15.000000000000782}",25,0,-123.06051947729792,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
701,False,"{'a': 0.7, 'e': 14.95000000000078}",30,0,-189.62693796965976,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
702,False,"{'a': 0.7, 'e': 14.90000000000078}",25,0,-69.37208732339789,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
703,False,"{'a': 0.7, 'e': 14.85000000000078}",20,0,-130.48672908172182,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
704,False,"{'a': 0.7, 'e': 14.800000000000779}",30,0,-135.59543097609796,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
705,False,"{'a': 0.7, 'e': 14.750000000000778}",20,0,-117.77584786742132,"{0: 9, 1: 0, 2: 9, 3: 2, 4: 0}",0
706,False,"{'a': 0.7, 'e': 14.700000000000777}",20,0,-75.26395946234571,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
707,False,"{'a': 0.7, 'e': 14.650000000000777}",25,0,-24.792362111812288,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
708,False,"{'a': 0.7, 'e': 14.600000000000776}",20,0,-139.80379330791607,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
709,False,"{'a': 0.7, 'e': 14.550000000000775}",20,0,-49.1061573227973,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
710,False,"{'a': 0.7, 'e': 14.500000000000774}",30,16,-16.643967892656068,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.7, 'e': 14.450000000000774}",20,0,-177.2872444159918,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
712,False,"{'a': 0.7, 'e': 14.400000000000773}",20,0,-99.81374441506848,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
713,False,"{'a': 0.7, 'e': 14.350000000000772}",20,0,-63.121998048934294,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
714,False,"{'a': 0.7, 'e': 14.300000000000772}",35,0,-196.7207248345396,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 3}",0
715,False,"{'a': 0.7, 'e': 14.250000000000771}",20,0,-263.6812455782065,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 5}",0
716,False,"{'a': 0.7, 'e': 14.20000000000077}",30,0,-132.15438515270648,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
717,False,"{'a': 0.7, 'e': 14.15000000000077}",20,0,-125.84901814656982,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
718,False,"{'a': 0.7, 'e': 14.100000000000769}",35,0,-205.8257096959343,"{0: 20, 1: 8, 2: 3, 3: 0, 4: 4}",0
719,False,"{'a': 0.7, 'e': 14.050000000000768}",20,0,-119.27778278143697,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
720,False,"{'a': 0.7, 'e': 14.000000000000767}",20,0,-135.0108517692686,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
721,False,"{'a': 0.7, 'e': 13.950000000000767}",25,0,-159.82884373263403,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
722,False,"{'a': 0.7, 'e': 13.900000000000766}",20,0,-69.85230476318183,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
723,False,"{'a': 0.7, 'e': 13.850000000000765}",35,0,-184.57275853857274,"{0: 19, 1: 2, 2: 11, 3: 2, 4: 1}",0
724,False,"{'a': 0.7, 'e': 13.800000000000765}",20,0,-121.89489883745144,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
725,False,"{'a': 0.7, 'e': 13.750000000000764}",20,12,-57.449104445694005,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
726,False,"{'a': 0.7, 'e': 13.700000000000763}",20,0,-176.6681566591582,"{0: 6, 1: 4, 2: 8, 3: 0, 4: 2}",0
727,False,"{'a': 0.7, 'e': 13.650000000000762}",30,0,-200.8976136482346,"{0: 14, 1: 8, 2: 2, 3: 4, 4: 2}",0
728,False,"{'a': 0.7, 'e': 13.600000000000762}",25,0,-147.65472763772448,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
729,False,"{'a': 0.7, 'e': 13.550000000000761}",20,0,-109.50155610409074,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
730,False,"{'a': 0.7, 'e': 13.50000000000076}",20,0,-61.39016443019475,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
731,False,"{'a': 0.7, 'e': 13.45000000000076}",25,0,-159.81748569909485,"{0: 11, 1: 5, 2: 5, 3: 3, 4: 1}",0
732,False,"{'a': 0.7, 'e': 13.400000000000759}",25,0,-168.44438878042962,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
733,False,"{'a': 0.7, 'e': 13.350000000000758}",20,0,-144.45320258256822,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
734,False,"{'a': 0.7, 'e': 13.300000000000757}",20,0,-149.61305163319201,"{0: 8, 1: 6, 2: 3, 3: 1, 4: 2}",0
735,False,"{'a': 0.7, 'e': 13.250000000000757}",20,0,-73.50617749542174,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
736,False,"{'a': 0.7, 'e': 13.200000000000756}",20,3,-11.233670186265716,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
737,False,"{'a': 0.7, 'e': 13.150000000000755}",25,0,-146.47766905418524,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",1
738,False,"{'a': 0.7, 'e': 13.100000000000755}",20,0,-99.97405408402106,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
739,False,"{'a': 0.7, 'e': 13.050000000000754}",25,0,-142.1453978743727,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
740,False,"{'a': 0.7, 'e': 13.000000000000753}",20,9,-52.392332773717435,"{0: 4, 1: 4, 2: 2, 3: 1, 4: 0}",1
741,False,"{'a': 0.7, 'e': 12.950000000000752}",25,0,-101.86327806756668,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
742,False,"{'a': 0.7, 'e': 12.900000000000752}",25,0,-225.18674573973544,"{0: 12, 1: 1, 2: 7, 3: 2, 4: 3}",0
